"","IndicatorCode","Country","Year","Value"
"288","WSH_WATER_SAFELY_MANAGED","ZWE",2002,29.47526
"289","WSH_WATER_SAFELY_MANAGED","EMR",2012,74.69923
"290","WSH_WATER_SAFELY_MANAGED","GNB",2007,40.08708
"291","WSH_WATER_SAFELY_MANAGED","QAT",2017,96.95116
"292","WSH_WATER_SAFELY_MANAGED","MNG",2022,51.25169
"293","WSH_WATER_SAFELY_MANAGED","KHM",2000,16.96313
"294","WSH_WATER_SAFELY_MANAGED","GBR",2022,99.80415
"295","WSH_WATER_SAFELY_MANAGED","BRA",2007,83.22056
"296","WSH_WATER_SAFELY_MANAGED","KWT",2008,100
"297","WSH_WATER_SAFELY_MANAGED","DOM",2019,46.90109
"298","WSH_WATER_SAFELY_MANAGED","STP",2022,40.29921
"299","WSH_WATER_SAFELY_MANAGED","COG",2016,18.03897
"300","WSH_WATER_SAFELY_MANAGED","HUN",2004,80.97589
"301","WSH_WATER_SAFELY_MANAGED","STP",2019,39.92958
"302","WSH_WATER_SAFELY_MANAGED","CRI",2004,77.70785
"303","WSH_WATER_SAFELY_MANAGED","KGZ",2020,76.33854
"304","WSH_WATER_SAFELY_MANAGED","BLR",2006,85.50994
"305","WSH_WATER_SAFELY_MANAGED","PRK",2013,77.64857
"306","WSH_WATER_SAFELY_MANAGED","GTM",2008,50.69118
"307","WSH_WATER_SAFELY_MANAGED","KAZ",2011,79.55827
"308","WSH_WATER_SAFELY_MANAGED","UGA",2004,1.18546
"309","WSH_WATER_SAFELY_MANAGED","MCO",2015,100
"310","WSH_WATER_SAFELY_MANAGED","BLR",2013,92.31101
"311","WSH_WATER_SAFELY_MANAGED","GMB",2021,47.08919
"312","WSH_WATER_SAFELY_MANAGED","PLW",2020,87.96424
"313","WSH_WATER_SAFELY_MANAGED","PAK",2016,53.27858
"314","WSH_WATER_SAFELY_MANAGED","VNM",2008,50.13777
"315","WSH_WATER_SAFELY_MANAGED","NPL",2018,19.12613
"316","WSH_WATER_SAFELY_MANAGED","UZB",2006,38.81918
"317","WSH_WATER_SAFELY_MANAGED","AMR",2009,82.8215
"318","WSH_WATER_SAFELY_MANAGED","SEN",2001,20.26373
"319","WSH_WATER_SAFELY_MANAGED","JPN",2014,98.32709
"320","WSH_WATER_SAFELY_MANAGED","EMR",2002,43.11412
"321","WSH_WATER_SAFELY_MANAGED","PSE",2016,78.3974
"322","WSH_WATER_SAFELY_MANAGED","EUR",2019,92.11568
"323","WSH_WATER_SAFELY_MANAGED","GLOBAL",2009,50.48277
"324","WSH_WATER_SAFELY_MANAGED","AFG",2021,26.80222
"325","WSH_WATER_SAFELY_MANAGED","TGO",2001,22.67991
"326","WSH_WATER_SAFELY_MANAGED","AFR",2021,15.92819
"327","WSH_WATER_SAFELY_MANAGED","TKM",2005,86.67537
"328","WSH_WATER_SAFELY_MANAGED","TON",2005,23.04714
"329","WSH_WATER_SAFELY_MANAGED","KHM",2013,15.84438
"330","WSH_WATER_SAFELY_MANAGED","KIR",2021,20.20357
"331","WSH_WATER_SAFELY_MANAGED","TZA",2000,6.41197
